# strong X-ray emission lines with Emissivity>1e-18
# with 0.1 keV < energy < 10.1 keV
# www.atomdb.org/Webguide, uses atomDB 3.0.2
ion	ionization_stage	energy	wavelength	upper_lev	lower_lev	emissivity	kT	relative_intensity
#(-)	(-)	(keV)	(A)	(level)	(level)	(ph*cm3/s)	(keV)	(-)
Fe	X	0.107	115.8740280374	197	27	2.453E-018	0.1085	0
Fe	XI	0.107	115.8740280374	339	98	1.149E-018	0.1366	0
Fe	XII	0.107	115.8740280374	180	26	5.055E-018	0.1366	0
Fe	XI	0.107	115.8740280374	336	97	1.434E-018	0.1366	0
Fe	XI	0.107	115.8740280374	202	49	1.901E-018	0.1366	0
Fe	XI	0.107	115.8740280374	202	50	1.018E-018	0.1366	0
Fe	XI	0.107	115.8740280374	335	97	2.081E-018	0.1366	0
Cr	XX	0.107	115.8740280374	10	1	1.575E-018	0.8617	0
Mg	VII	0.107	115.8740280374	29	10	4.116E-018	0.05437	0
Mg	VII	0.107	115.8740280374	29	11	1.264E-017	0.05437	0
Mg	VII	0.107	115.8740280374	29	12	2.019E-017	0.05437	0
Na	VI	0.107	115.8740280374	114	11	1.215E-018	0.04319	0
Cr	X	0.107	115.8740280374	198	19	1.385E-018	0.08617	0
Fe	XVIII	0.107	115.8740280374	244	135	1.03E-018	0.6845	0
Fe	XI	0.107	115.8740280374	341	100	1.009E-018	0.1366	0
Fe	VIII	0.107	115.8740280374	65	1	5.845E-016	0.05437	0.06
Fe	X	0.107	115.8740280374	200	28	1.389E-018	0.1085	0
Fe	XI	0.107	115.8740280374	118	9	2.115E-018	0.1085	0
Fe	XXII	0.107	115.8740280374	9	2	1.694E-016	1.085	0.02
O	VI	0.107	115.8740280374	19	2	1.6E-016	0.03431	0.02
Fe	XI	0.107	115.8740280374	201	49	4.022E-018	0.1085	0
Cr	X	0.107	115.8740280374	192	18	1.373E-018	0.08617	0
Fe	XIX	0.107	115.8740280374	164	64	1.019E-018	0.8617	0
Ne	VI	0.107	115.8740280374	114	9	4.493E-018	0.04319	0
Ne	VII	0.107	115.8740280374	42	9	4.031E-018	0.05437	0
Cr	IX	0.106	116.9671792453	106	1	8.847E-018	0.06845	0
O	VI	0.106	116.9671792453	20	3	2.892E-016	0.03431	0.03
O	VI	0.106	116.9671792453	19	3	3.214E-017	0.03431	0
Fe	VIII	0.106	116.9671792453	65	2	3.151E-017	0.05437	0
S	XI	0.106	116.9671792453	52	22	2.992E-018	0.1719	0
Fe	XVII	0.106	116.9671792453	118	55	1.254E-018	0.5437	0
Fe	XI	0.106	116.9671792453	171	41	1.038E-017	0.1085	0
Ne	VI	0.106	116.9671792453	112	9	1.441E-018	0.04319	0
Fe	XIII	0.106	116.9671792453	112	53	1.527E-018	0.1719	0
Ne	VI	0.106	116.9671792453	113	10	4.559E-018	0.04319	0
Fe	X	0.106	116.9671792453	197	28	2.086E-017	0.1085	0
Ni	XI	0.106	116.9671792453	24	8	2.118E-018	0.1085	0
Ti	XII	0.106	116.9671792453	12	5	1.129E-018	0.1366	0
Cr	XVII	0.106	116.9671792453	7	1	1.122E-017	0.5437	0
Ne	VI	0.106	116.9671792453	110	9	1.041E-016	0.04319	0.01
N	VI	0.106	116.9671792453	40	6	1.138E-018	0.1366	0
Cr	IX	0.106	116.9671792453	105	1	1.477E-018	0.06845	0
Ne	VI	0.106	116.9671792453	112	10	5.764E-018	0.04319	0
Cr	X	0.106	116.9671792453	196	21	1.034E-018	0.08617	0
Mn	X	0.106	116.9671792453	130	6	6.252E-018	0.08617	0
Fe	XIII	0.106	116.9671792453	94	27	1.334E-018	0.1719	0
Fe	XI	0.106	116.9671792453	336	98	3.564E-018	0.1366	0
Ne	VII	0.106	116.9671792453	20	5	4.531E-015	0.05437	0.47
Mn	XX	0.106	116.9671792453	11	1	1.533E-018	0.8617	0
Ne	VI	0.106	116.9671792453	110	10	6.22E-017	0.04319	0.01
Fe	XI	0.106	116.9671792453	130	19	2.402E-017	0.1085	0
Ni	XI	0.106	116.9671792453	26	11	2.722E-018	0.1085	0
Na	VI	0.106	116.9671792453	93	7	2.418E-018	0.04319	0
Fe	XI	0.106	116.9671792453	171	42	5.955E-018	0.1085	0
Ni	XII	0.106	116.9671792453	80	31	2.442E-018	0.1366	0
Mg	V	0.106	116.9671792453	57	1	5.752E-018	0.03431	0
Ni	XI	0.106	116.9671792453	25	10	1.437E-018	0.1085	0
Si	VII	0.106	116.9671792453	52	9	1.937E-017	0.06845	0
Fe	XVII	0.106	116.9671792453	93	47	1.397E-018	0.5437	0
Ni	XI	0.106	116.9671792453	23	8	1.895E-018	0.1085	0
Fe	XVIII	0.106	116.9671792453	88	47	2.001E-018	0.6845	0
Mg	VI	0.106	116.9671792453	20	3	1.299E-016	0.04319	0.01
Mg	VI	0.106	116.9671792453	20	2	6.646E-018	0.04319	0
Mg	VI	0.106	116.9671792453	22	4	3.049E-018	0.04319	0
Fe	X	0.106	116.9671792453	195	28	1.415E-016	0.1085	0.01
Mg	VI	0.106	116.9671792453	22	5	1.4E-018	0.04319	0
Mg	VI	0.106	116.9671792453	21	5	6.333E-018	0.04319	0
Fe	XVI	0.106	116.9671792453	15	6	1.08E-017	0.3431	0
Fe	XII	0.106	116.9671792453	179	27	1.63E-018	0.1366	0
Mg	VII	0.106	116.9671792453	28	12	6.105E-017	0.05437	0.01
Mg	V	0.106	116.9671792453	58	2	1.307E-018	0.03431	0
Co	X	0.106	116.9671792453	52	13	1.287E-018	0.08617	0
Ni	XI	0.106	116.9671792453	61	17	1.567E-018	0.1085	0
Cr	X	0.106	116.9671792453	192	22	1.281E-018	0.08617	0
Fe	XXII	0.106	116.9671792453	8	1	3.717E-015	1.085	0.38
Mg	V	0.106	116.9671792453	56	2	1.722E-018	0.03431	0
Ne	VI	0.106	116.9671792453	75	7	1.025E-018	0.04319	0
Ne	VI	0.106	116.9671792453	76	6	2.39E-018	0.04319	0
Fe	VIII	0.106	116.9671792453	64	2	4.344E-017	0.04319	0
Mg	VI	0.106	116.9671792453	19	2	8.577E-017	0.04319	0.01
Mn	XVIII	0.106	116.9671792453	7	2	2.779E-018	0.6845	0
Fe	X	0.106	116.9671792453	194	27	4.865E-017	0.1085	0.01
Fe	X	0.106	116.9671792453	193	27	8.54E-017	0.1085	0.01
Fe	VIII	0.106	116.9671792453	63	1	4.657E-017	0.04319	0
S	XII	0.106	116.9671792453	131	31	4.634E-018	0.2165	0
Fe	X	0.106	116.9671792453	65	3	2.755E-018	0.1085	0
Mg	VII	0.106	116.9671792453	27	11	5.666E-017	0.05437	0.01
Mg	VII	0.106	116.9671792453	27	12	1.61E-017	0.05437	0
Fe	X	0.106	116.9671792453	197	29	8.957E-017	0.1085	0.01
O	VI	0.106	116.9671792453	16	2	5.338E-017	0.03431	0.01
S	XII	0.106	116.9671792453	132	50	2.419E-018	0.2165	0
Fe	XXI	0.106	116.9671792453	13	4	3.961E-018	1.085	0
O	VI	0.106	116.9671792453	16	3	1.086E-016	0.03431	0.01
Ne	VI	0.106	116.9671792453	93	8	3.798E-018	0.04319	0
Ne	V	0.106	116.9671792453	218	6	2.75E-018	0.02725	0
Mg	VII	0.106	116.9671792453	26	10	1.859E-017	0.05437	0
Mg	VII	0.106	116.9671792453	26	11	1.025E-017	0.05437	0
Mg	VII	0.106	116.9671792453	26	12	1.405E-018	0.05437	0
Ne	V	0.106	116.9671792453	217	6	1.632E-017	0.02725	0
Ni	XVIII	0.106	116.9671792453	13	8	1.552E-018	0.3431	0
Ne	VI	0.106	116.9671792453	74	7	1.802E-018	0.04319	0
Ne	VI	0.106	116.9671792453	74	6	2.747E-017	0.04319	0
Fe	XXII	0.106	116.9671792453	11	3	3.12E-018	1.085	0
Ne	VI	0.106	116.9671792453	73	7	2.927E-017	0.04319	0
Ne	VI	0.106	116.9671792453	73	6	3.157E-018	0.04319	0
Ne	V	0.106	116.9671792453	130	1	1.492E-017	0.02725	0
Fe	XII	0.106	116.9671792453	181	31	1.689E-018	0.1366	0
Fe	VIII	0.106	116.9671792453	63	2	9.914E-018	0.04319	0
Fe	XXI	0.106	116.9671792453	11	2	7.495E-016	1.085	0.08
Mg	VII	0.106	116.9671792453	32	12	1.577E-018	0.05437	0
Ne	V	0.105	118.081152381	131	2	1.198E-017	0.02725	0
Co	XII	0.105	118.081152381	129	42	2.349E-018	0.1366	0
Ni	XI	0.105	118.081152381	23	9	3.006E-018	0.1085	0
Fe	XVI	0.105	118.081152381	14	6	5.398E-018	0.2725	0
Ne	V	0.105	118.081152381	130	2	6.712E-017	0.02725	0.01
Si	VII	0.105	118.081152381	48	9	7.694E-018	0.06845	0
Fe	XII	0.105	118.081152381	180	30	2.069E-018	0.1366	0
Ne	V	0.105	118.081152381	130	3	6.518E-017	0.02725	0.01
Mg	VII	0.105	118.081152381	31	12	4.91E-018	0.05437	0
Cr	IX	0.105	118.081152381	105	2	1.539E-018	0.06845	0
Fe	VIII	0.105	118.081152381	62	1	9.27E-017	0.05437	0.01
Ne	V	0.105	118.081152381	129	3	2.358E-017	0.02725	0
Ne	V	0.105	118.081152381	215	6	1.065E-017	0.02725	0
Mn	X	0.105	118.081152381	130	7	2.256E-018	0.08617	0
Ne	V	0.105	118.081152381	214	6	6.018E-018	0.02725	0
Ne	V	0.105	118.081152381	126	1	8.681E-016	0.02725	0.09
Fe	XII	0.105	118.081152381	178	26	3.666E-017	0.1366	0
Fe	XII	0.105	118.081152381	180	31	4.711E-018	0.1366	0
Ne	V	0.105	118.081152381	127	2	9.494E-017	0.02725	0.01
Fe	XVIII	0.105	118.081152381	60	7	2.779E-018	0.6845	0
Mg	VII	0.105	118.081152381	30	11	4.477E-017	0.05437	0
Ne	V	0.105	118.081152381	126	2	3.917E-016	0.02725	0.04
Ne	V	0.105	118.081152381	128	3	4.607E-017	0.02725	0
Si	V	0.105	118.081152381	5	1	1.569E-015	0.03431	0.16
Ne	V	0.105	118.081152381	127	3	8.233E-018	0.02725	0
Ne	V	0.105	118.081152381	126	3	4.716E-018	0.02725	0
Fe	X	0.105	118.081152381	64	3	6.574E-018	0.1085	0
Fe	XVIII	0.105	118.081152381	68	21	2.411E-018	0.6845	0
Ni	XXV	0.105	118.081152381	5	1	2.7E-016	1.719	0.03
Ni	XXII	0.105	118.081152381	6	1	9.714E-017	1.085	0.01
Fe	X	0.105	118.081152381	194	28	3.316E-017	0.1085	0
Fe	X	0.105	118.081152381	193	28	1.798E-017	0.1085	0
Cr	XX	0.105	118.081152381	9	1	4.625E-017	0.8617	0
Na	VIII	0.105	118.081152381	16	10	1.294E-018	0.06845	0
Cr	IX	0.105	118.081152381	172	6	1.274E-017	0.06845	0
Al	VII	0.105	118.081152381	32	10	1.799E-018	0.06845	0
Fe	XII	0.105	118.081152381	178	27	1.301E-016	0.1366	0.01
Mg	VII	0.105	118.081152381	25	11	2.239E-018	0.05437	0
Ne	V	0.105	118.081152381	124	2	1.671E-017	0.02725	0
Fe	XI	0.105	118.081152381	127	16	3.634E-018	0.1085	0
Fe	XI	0.105	118.081152381	134	22	1E-018	0.1085	0
Mg	V	0.105	118.081152381	74	4	3.606E-017	0.03431	0
Ca	X	0.105	118.081152381	18	4	2.366E-018	0.08617	0
Ca	X	0.105	118.081152381	19	5	3.381E-018	0.08617	0
Ne	V	0.105	118.081152381	122	2	3.917E-018	0.02725	0
Ne	V	0.105	118.081152381	123	3	2.059E-017	0.02725	0
Al	V	0.105	118.081152381	24	1	5.511E-018	0.02725	0
Al	IV	0.105	118.081152381	61	1	7.643E-018	0.02165	0
Fe	XII	0.105	118.081152381	188	37	3.358E-018	0.1366	0
Mn	XVIII	0.105	118.081152381	7	3	2.189E-018	0.6845	0
Ne	V	0.105	118.081152381	122	3	4.344E-018	0.02725	0
Fe	VIII	0.105	118.081152381	61	2	5.032E-017	0.04319	0.01
Mg	V	0.105	118.081152381	77	4	2.325E-018	0.03431	0
Mg	V	0.105	118.081152381	76	4	7.546E-018	0.03431	0
Fe	XI	0.105	118.081152381	126	16	8.719E-018	0.1085	0
Fe	XI	0.105	118.081152381	196	50	3.148E-018	0.1085	0
Al	VII	0.105	118.081152381	31	9	1.25E-018	0.06845	0
Fe	X	0.105	118.081152381	200	30	2.655E-018	0.1085	0
Fe	XIII	0.105	118.081152381	93	27	1.822E-018	0.1719	0
Si	VII	0.105	118.081152381	44	9	2.759E-017	0.06845	0
Fe	X	0.105	118.081152381	198	30	3.94E-018	0.1085	0
Fe	XI	0.105	118.081152381	140	26	3.762E-018	0.1085	0
Fe	XI	0.105	118.081152381	195	49	7.987E-018	0.1085	0
Fe	XI	0.105	118.081152381	196	51	3.274E-018	0.1085	0
Fe	XI	0.105	118.081152381	195	50	4.102E-018	0.1085	0
Fe	XI	0.105	118.081152381	125	15	4.45E-018	0.1085	0
Ni	XXIV	0.105	118.081152381	6	1	9.723E-017	1.366	0.01
Ne	VI	0.105	118.081152381	68	7	4.714E-016	0.04319	0.05
Ne	VI	0.105	118.081152381	69	6	2.275E-016	0.04319	0.02
Ne	VI	0.105	118.081152381	68	6	3.331E-017	0.04319	0
Fe	XII	0.105	118.081152381	178	29	2.289E-016	0.1366	0.02
Fe	VIII	0.104	119.2165480769	59	1	1.055E-017	0.05437	0
Fe	XX	0.104	119.2165480769	8	1	1.27E-015	0.8617	0.13
Al	V	0.104	119.2165480769	24	2	3.22E-018	0.02725	0
Ne	V	0.104	119.2165480769	119	1	2.493E-018	0.02725	0
Fe	XXI	0.104	119.2165480769	10	2	1.482E-017	1.085	0
Fe	XXI	0.104	119.2165480769	16	9	1.055E-017	1.085	0
Na	VI	0.104	119.2165480769	89	7	3.234E-018	0.04319	0
Na	V	0.104	119.2165480769	73	1	2.79E-018	0.03431	0
Na	VI	0.104	119.2165480769	89	8	1.841E-017	0.04319	0
Na	V	0.104	119.2165480769	72	1	1.384E-018	0.03431	0
Fe	XI	0.104	119.2165480769	196	52	1.159E-018	0.1085	0
Na	V	0.104	119.2165480769	71	1	4.36E-018	0.03431	0
Mg	IV	0.104	119.2165480769	147	1	8.354E-018	0.02165	0
Fe	X	0.104	119.2165480769	197	30	2.644E-018	0.1085	0
Ne	V	0.104	119.2165480769	119	2	1.562E-018	0.02725	0
Al	IV	0.104	119.2165480769	49	1	2.253E-018	0.02165	0
Fe	X	0.104	119.2165480769	194	29	2.359E-017	0.1085	0
Fe	X	0.104	119.2165480769	193	29	8.643E-018	0.1085	0
Mg	V	0.104	119.2165480769	72	4	5.036E-017	0.03431	0.01
Fe	X	0.104	119.2165480769	196	30	4.542E-017	0.1085	0
Ne	V	0.104	119.2165480769	119	3	2.6E-018	0.02725	0
Fe	XII	0.104	119.2165480769	178	28	1.641E-016	0.1366	0.02
Fe	XI	0.104	119.2165480769	139	26	1.724E-018	0.1085	0
Ne	V	0.104	119.2165480769	118	3	1.121E-018	0.02725	0
Cr	IX	0.104	119.2165480769	172	7	3.832E-018	0.06845	0
Mg	V	0.104	119.2165480769	69	4	2.254E-018	0.03431	0
Fe	XI	0.104	119.2165480769	125	16	1.195E-018	0.1085	0
Mg	VI	0.104	119.2165480769	18	3	1.255E-018	0.04319	0
Fe	VIII	0.104	119.2165480769	59	2	6.936E-017	0.05437	0.01
Fe	XII	0.104	119.2165480769	177	27	4.965E-017	0.1366	0.01
Mg	V	0.104	119.2165480769	68	4	4.033E-018	0.03431	0
Ar	X	0.104	119.2165480769	138	9	1.688E-018	0.1366	0
Si	V	0.104	119.2165480769	3	1	6.799E-016	0.02725	0.07
Fe	XI	0.104	119.2165480769	119	11	2.652E-018	0.1085	0
Mg	IV	0.104	119.2165480769	148	2	2.251E-018	0.02165	0
Fe	XI	0.104	119.2165480769	119	12	6.847E-018	0.1085	0
Ca	IX	0.104	119.2165480769	20	1	2.607E-017	0.05437	0
Fe	XVIII	0.104	119.2165480769	243	138	1.377E-018	0.6845	0
Fe	XI	0.104	119.2165480769	119	13	4.679E-018	0.1085	0
Ni	XI	0.104	119.2165480769	23	12	2.182E-018	0.1085	0
Fe	XIX	0.104	119.2165480769	138	46	7.688E-018	0.8617	0
Fe	XI	0.104	119.2165480769	124	15	2.87E-018	0.1085	0
Mg	VI	0.104	119.2165480769	17	3	1.542E-018	0.04319	0
Ne	VI	0.104	119.2165480769	203	15	1.217E-018	0.04319	0
Fe	XVIII	0.104	119.2165480769	85	45	1.563E-018	0.6845	0
Fe	XII	0.104	119.2165480769	176	27	2.262E-018	0.1366	0
Fe	XI	0.104	119.2165480769	123	15	2.339E-018	0.1085	0
Fe	X	0.104	119.2165480769	195	30	5.136E-017	0.1085	0.01
Na	VII	0.104	119.2165480769	24	8	2.029E-017	0.05437	0
Fe	XI	0.104	119.2165480769	118	11	1.364E-018	0.1085	0
Fe	XII	0.104	119.2165480769	175	27	5.419E-018	0.1366	0
Mg	X	0.104	119.2165480769	18	4	2.78E-018	0.1366	0
Mg	X	0.104	119.2165480769	17	4	1.393E-018	0.1366	0
Fe	XI	0.104	119.2165480769	209	55	3.7E-018	0.1366	0
Si	V	0.104	119.2165480769	2	1	7.744E-016	0.02725	0.08
Fe	VIII	0.104	119.2165480769	58	1	2.277E-016	0.05437	0.02
Mg	V	0.104	119.2165480769	67	4	2.772E-017	0.03431	0
Fe	XII	0.104	119.2165480769	180	32	2.227E-017	0.1366	0
Mg	V	0.104	119.2165480769	86	5	1.265E-017	0.03431	0
Fe	XI	0.104	119.2165480769	124	16	6.117E-018	0.1085	0
Mg	VII	0.104	119.2165480769	50	14	1.629E-017	0.05437	0
Fe	XI	0.104	119.2165480769	127	19	8.459E-018	0.1085	0
Ar	X	0.104	119.2165480769	104	7	1.078E-018	0.1366	0
Fe	XII	0.104	119.2165480769	178	30	4.349E-017	0.1366	0
Fe	X	0.104	119.2165480769	115	27	1.854E-016	0.1085	0.02
Fe	VII	0.104	119.2165480769	290	1	3.185E-018	0.03431	0
Cr	XI	0.104	119.2165480769	96	11	5.254E-018	0.1085	0
Fe	XII	0.104	119.2165480769	190	40	1.815E-018	0.1366	0
Si	XII	0.104	119.2165480769	11	4	7.008E-018	0.2165	0
Fe	XII	0.104	119.2165480769	178	31	3.431E-018	0.1366	0
Fe	X	0.104	119.2165480769	190	28	3.155E-017	0.1085	0
Na	VI	0.104	119.2165480769	86	9	1.017E-018	0.04319	0
Si	VII	0.104	119.2165480769	37	9	3.047E-018	0.06845	0
Fe	XI	0.103	120.3739902913	123	17	1.23E-018	0.1085	0
Fe	XI	0.103	120.3739902913	130	22	5.939E-018	0.1085	0
Si	XII	0.103	120.3739902913	10	4	3.512E-018	0.2165	0
Fe	XI	0.103	120.3739902913	126	19	2.634E-018	0.1085	0
Ne	V	0.103	120.3739902913	111	1	2.022E-018	0.02725	0
Fe	XII	0.103	120.3739902913	173	27	2.429E-017	0.1366	0
Fe	XI	0.103	120.3739902913	125	18	1.326E-018	0.1085	0
Ne	V	0.103	120.3739902913	111	2	1.587E-018	0.02725	0
Co	XXII	0.103	120.3739902913	7	1	8.392E-018	1.085	0
Ne	VI	0.103	120.3739902913	94	9	1.436E-018	0.04319	0
Fe	XIX	0.103	120.3739902913	6	3	8.222E-016	0.6845	0.08
Ne	VI	0.103	120.3739902913	93	9	5.05E-017	0.04319	0.01
Fe	XI	0.103	120.3739902913	122	16	7.833E-018	0.1085	0
Fe	XI	0.103	120.3739902913	128	20	1.278E-018	0.1085	0
Fe	XXII	0.103	120.3739902913	14	6	1.157E-017	1.085	0
Fe	VIII	0.103	120.3739902913	57	1	2.088E-018	0.04319	0
Fe	XI	0.103	120.3739902913	137	26	1.441E-018	0.1085	0
O	VII	0.103	120.3739902913	11	2	1.003E-016	0.1719	0.01
Ar	VIII	0.103	120.3739902913	15	1	1.279E-018	0.04319	0
O	VII	0.103	120.3739902913	10	2	3.326E-017	0.1719	0
Ne	VI	0.103	120.3739902913	94	10	7.298E-018	0.04319	0
Fe	XI	0.103	120.3739902913	127	20	7.612E-017	0.1085	0.01
Ne	VI	0.103	120.3739902913	93	10	2.84E-017	0.04319	0
Ne	VII	0.103	120.3739902913	39	7	4.124E-018	0.05437	0
Fe	X	0.103	120.3739902913	194	30	3.749E-018	0.1085	0
Ne	VI	0.103	120.3739902913	51	3	3.914E-018	0.04319	0
Ne	VI	0.103	120.3739902913	50	3	3.335E-017	0.04319	0
Fe	XI	0.103	120.3739902913	122	17	4.753E-018	0.1085	0
Ne	VII	0.103	120.3739902913	34	6	1.366E-017	0.05437	0
Ne	VI	0.103	120.3739902913	51	4	2.648E-017	0.04319	0
Fe	VIII	0.103	120.3739902913	57	2	2.264E-017	0.04319	0
Fe	X	0.103	120.3739902913	200	31	3.204E-017	0.1085	0
Ne	VI	0.103	120.3739902913	50	4	1.903E-017	0.04319	0
Fe	X	0.103	120.3739902913	186	27	2.166E-018	0.1085	0
Ne	VII	0.103	120.3739902913	39	8	1.218E-017	0.05437	0
Ni	XXI	0.103	120.3739902913	6	4	4.885E-018	1.085	0
O	VII	0.103	120.3739902913	12	2	1.688E-016	0.1719	0.02
Ne	VII	0.103	120.3739902913	34	7	1.012E-017	0.05437	0
Fe	XI	0.103	120.3739902913	125	19	1.737E-018	0.1085	0
Ne	VI	0.103	120.3739902913	49	4	4.319E-017	0.04319	0
Cr	IX	0.103	120.3739902913	103	1	5.597E-018	0.06845	0
Ne	VI	0.103	120.3739902913	50	5	4.753E-017	0.04319	0
Fe	XVIII	0.103	120.3739902913	88	49	1.157E-018	0.6845	0
Ne	VII	0.103	120.3739902913	24	7	9.715E-017	0.05437	0.01
Ne	VI	0.103	120.3739902913	174	15	1.192E-018	0.04319	0
Fe	XII	0.103	120.3739902913	177	30	2.636E-018	0.1366	0
Ne	VI	0.103	120.3739902913	49	5	1.773E-016	0.04319	0.02
C	VI	0.103	120.3739902913	20	3	2.467E-018	0.1366	0
Fe	XI	0.103	120.3739902913	126	20	4.402E-018	0.1085	0
C	VI	0.103	120.3739902913	19	2	5.364E-018	0.1366	0
C	VI	0.103	120.3739902913	17	3	1.486E-018	0.1366	0
C	VI	0.103	120.3739902913	18	2	2.69E-018	0.1366	0
Ne	VII	0.103	120.3739902913	34	8	1.691E-017	0.05437	0
Fe	XI	0.103	120.3739902913	124	18	5.798E-018	0.1085	0
Fe	XII	0.103	120.3739902913	172	27	2.315E-018	0.1366	0
Fe	XX	0.103	120.3739902913	15	12	1.134E-017	0.8617	0
C	VI	0.103	120.3739902913	21	4	3.583E-018	0.1366	0
Fe	XX	0.103	120.3739902913	173	53	1.473E-018	0.8617	0
C	VI	0.103	120.3739902913	17	4	2.967E-018	0.1366	0
Fe	XIII	0.103	120.3739902913	134	74	1.571E-018	0.1719	0
Fe	XVIII	0.103	120.3739902913	83	45	1.48E-018	0.6845	0
Fe	XI	0.103	120.3739902913	123	18	4.145E-018	0.1085	0
Cr	X	0.103	120.3739902913	288	50	1.599E-018	0.08617	0
Fe	XI	0.103	120.3739902913	201	54	1.275E-017	0.1085	0
Cr	X	0.103	120.3739902913	287	49	1.114E-018	0.08617	0
Fe	XII	0.103	120.3739902913	177	31	2.057E-017	0.1366	0
Fe	XI	0.103	120.3739902913	135	26	1.45E-017	0.1085	0
Fe	X	0.103	120.3739902913	197	31	2.088E-017	0.1085	0
Ne	VII	0.103	120.3739902913	35	9	3.645E-017	0.05437	0
Fe	XI	0.103	120.3739902913	203	56	1.844E-018	0.1366	0
Fe	VIII	0.103	120.3739902913	56	1	1.603E-017	0.04319	0
Fe	XII	0.103	120.3739902913	173	28	6.578E-018	0.1366	0
Ne	VI	0.103	120.3739902913	172	14	9.694E-018	0.04319	0
Ne	VI	0.103	120.3739902913	173	15	9.885E-018	0.04319	0
Ne	VI	0.103	120.3739902913	172	15	1.97E-018	0.04319	0
Fe	XI	0.103	120.3739902913	121	15	2.161E-018	0.1085	0
Fe	XI	0.103	120.3739902913	202	55	1.145E-017	0.1366	0
Fe	VII	0.103	120.3739902913	271	1	1.656E-018	0.03431	0
Ne	VI	0.103	120.3739902913	48	4	1.254E-018	0.04319	0
Fe	XXIII	0.103	120.3739902913	9	3	2.415E-018	1.366	0
Ne	VI	0.103	120.3739902913	47	4	2.679E-018	0.04319	0
Fe	XI	0.103	120.3739902913	124	19	4.424E-017	0.1085	0
Ne	VI	0.103	120.3739902913	48	5	3.277E-017	0.04319	0
Ne	VI	0.102	121.554127451	47	5	2.401E-018	0.04319	0
Fe	VIII	0.102	121.554127451	56	2	3.518E-017	0.04319	0
Ne	VI	0.102	121.554127451	65	6	6.044E-017	0.04319	0.01
Ne	VI	0.102	121.554127451	65	7	6.648E-018	0.04319	0
Ne	VI	0.102	121.554127451	64	7	9.734E-017	0.04319	0.01
Mg	VI	0.102	121.554127451	20	4	1.975E-017	0.04319	0
Mg	VI	0.102	121.554127451	20	5	8.981E-017	0.04319	0.01
Ne	VI	0.102	121.554127451	171	15	1.22E-018	0.04319	0
Fe	XI	0.102	121.554127451	122	18	2.911E-017	0.1085	0
Fe	X	0.102	121.554127451	186	28	4.062E-018	0.1085	0
Ne	VI	0.102	121.554127451	44	3	8.882E-017	0.04319	0.01
Fe	VIII	0.102	121.554127451	55	1	3.707E-017	0.04319	0
Ne	VI	0.102	121.554127451	43	3	8.753E-017	0.04319	0.01
Ne	VI	0.102	121.554127451	45	4	1.865E-016	0.04319	0.02
Ne	VI	0.102	121.554127451	44	4	9.629E-017	0.04319	0.01
Fe	X	0.102	121.554127451	195	31	1.828E-017	0.1085	0
Ne	VI	0.102	121.554127451	43	4	1.485E-017	0.04319	0
Ne	VI	0.102	121.554127451	46	5	1.826E-016	0.04319	0.02
Mn	XXI	0.102	121.554127451	10	2	3.743E-018	1.085	0
Ne	VI	0.102	121.554127451	45	5	5.755E-017	0.04319	0.01
Fe	XXI	0.102	121.554127451	12	3	9.909E-017	1.085	0.01
Ne	VI	0.102	121.554127451	44	5	6.574E-018	0.04319	0
Fe	XI	0.102	121.554127451	202	56	2.401E-018	0.1366	0
Ne	VI	0.102	121.554127451	92	10	1.13E-017	0.04319	0
Ne	VI	0.102	121.554127451	91	9	1.042E-017	0.04319	0
Fe	XI	0.102	121.554127451	201	55	1.146E-018	0.1085	0
Mg	VI	0.102	121.554127451	19	4	3.829E-017	0.04319	0
Mg	VI	0.102	121.554127451	19	5	1.505E-017	0.04319	0
Fe	X	0.102	121.554127451	182	27	2.215E-018	0.1085	0
Fe	XI	0.102	121.554127451	134	26	7.255E-018	0.1085	0
Fe	XI	0.102	121.554127451	117	12	4.724E-018	0.1085	0
Ne	VI	0.102	121.554127451	91	10	1.944E-018	0.04319	0
Fe	XI	0.102	121.554127451	121	17	3.942E-018	0.1085	0
Fe	XI	0.102	121.554127451	222	61	1.786E-018	0.1085	0
Fe	XI	0.102	121.554127451	117	13	3.311E-017	0.1085	0
Cr	IX	0.102	121.554127451	103	2	2.775E-018	0.06845	0
Fe	XI	0.102	121.554127451	122	19	3.882E-017	0.1085	0
Fe	XI	0.102	121.554127451	140	31	1.025E-018	0.1085	0
Fe	XI	0.102	121.554127451	117	14	1.283E-016	0.1085	0.01
Fe	XI	0.102	121.554127451	124	20	7.412E-017	0.1085	0.01
Fe	XII	0.102	121.554127451	171	27	1.251E-018	0.1366	0
Ne	V	0.102	121.554127451	145	4	7.03E-017	0.02725	0.01
Fe	XII	0.102	121.554127451	173	31	3.987E-018	0.1366	0
Mg	V	0.102	121.554127451	45	1	7.038E-016	0.03431	0.07
Mg	V	0.102	121.554127451	44	1	4.744E-017	0.03431	0
Mg	V	0.102	121.554127451	43	1	1.382E-018	0.03431	0
Fe	VII	0.102	121.554127451	263	1	5.44E-018	0.03431	0
Fe	XI	0.102	121.554127451	140	32	4.755E-018	0.1085	0
Ne	V	0.102	121.554127451	141	4	3.873E-018	0.02725	0
Ne	VII	0.102	121.554127451	38	10	2.755E-018	0.05437	0
